"id","name","energy_kcal","protein_g","fat_g","carb_g","fiber_g","calcium_mg","sodium_mg"
"061117","祝光苹果",50,0.4,0.1,12.5,1.5,3,1.71
"061118","倭锦苹果",54,0.2,0.2,13.6,1.7,4,0.6
"061119","苹果（罐头）",41,0.2,0.2,10.3,1.3,26,6.27
"061201x","梨(代表值）",51,0.3,0.1,13.1,2.6,7,1.78
"061202","梨(巴梨)",51,0.4,0.2,12.9,2.2,6,1.02
"061203","长把梨",62,0.8,0.8,14.9,4,9,3.27
"061204","冬果梨",46,0.4,0.2,12.8,4.3,,
"061205","鹅黄梨",41,0.3,10.7,1.9,0,1,1.78
"061206","红肖梨",36,0.2,10.5,3.2,0,11,3.4
"061207","锦丰梨",51,0.2,0.113,3.2,0,,
"061208","京白梨",57,0.2,0.513,1.4,0,7,0.7
"061209","库尔勒香梨",42,0.1,0.113,6.7,0,22,3.7
"061210","莱阳梨",54,0.3,0.214,2.6,0,10,1.8
"061211","马蹄黄梨",50,0.3,0.112,1.3,0,2,3.3
"061212","明月梨",54,0.3,0.213,0.9,,2,1.4
"061213","木梨",32,0.4,0.18,1.9,0,4,3
"061214","苹果梨",53,0.2,0.113,2.3,0,4,2.4
"061215","软梨",32,0.4,0.211,9.1,0,25,1
"061216","苏梅梨",77,1.2,0.22,5.7,0,9,0.91
"061217","苏木梨",52,0.6,0.313,2.5,0,,
"061218","酥梨",45,0.3,0.111,1.2,0,2,2.3
"061219","酸梨",33,0.1,0.19,3.7,0,12,8.511
"061220","香梨",51,0.3,0.113,2.7,,6,0.8
"061221","雪花梨",42,0.2,0.11,0.8,,5,0.61
"061222","雪梨",79,0.9,0.12,3,,12,1.413
"061223","鸭广梨",60,0.6,0.216,5.1,,18,1.08
"061224","鸭梨",45,0.2,0.211,1.1,0,4,1.55
"061225","早酥梨",50,0.2,0.213,3.6,0,12,0.26
"061226","紫酥梨",51,0.3,0.113,2,,1,1.7
"061227","鳄梨",171,2,15.3,7.4,2.1,11,10
"061228","冬果梨（罐头）",56,0.3,,15.9,4.5,16,2
"061229","梨(糖水罐头)",36,0.5,0.2,8.8,1.4,2,2.1
"061301","红果[山里红，大山楂]",102,0.5,0.6,25.1,3.1,52,5.4
"061302","红果(干)",251,4.3,2.2,78.4,49.7,144,9.9
"061901","海棠果[子]",76,0.3,0.2,19.2,1.8,15,0.6
"061902","海棠 (罐头)",56,0.5,0.2,13.6,1.3,43,8.8
"061903","沙果",70,0.4,0.1,17.8,2,5,2.1
"061904","吊蛋",65,0.8,0.4,16.8,4.4,11,0.6
"061905","面蛋",91,1.6,0.5,21.7,3.3,206,3.8
"061906","酸刺",112,2.8,0.3,25.5,2.2,105,8.3
"061907","蛇果",59,0.1,0.2,14.9,,5,3.1
"064101","橙",48,0.8,11.1,,0.6,20,1.2
"064202","福橘",46,1,0.2,10.3,0.4,27,0.514
"064203","橘柑子[宽皮桂]",44,0.8,0.1,10.2,0.5,24,0.8
"064204","橘 (金橘）[金枣]",58,1,0.2,13.7,1.4,56,3
"064205","芦橘",44,0.6,0.2,10.3,0.6,45,
"064206","蜜橘",45,0.8,0.4,10.3,1.4,19,1.3
"064207","三湖红橘",43,0.8,0.3,10,1.3,33,1.4
"064208","橘（四川红橘）",42,0.7,0.1,9.8,0.7,42,1.7
"064209","小叶橘",40,1.1,0.2,8.8,0.9,72,2.1
"064210","早橘",57,1.2,0.2,12.6,0.1,21,0.9
"064211","橘饼",371,0.6,0.4,92.9,3.5,125,17
"064301","柚[文旦]",42,0.8,0.2,9.5,0.4,4,3
"064302","柠檬",37,1.1,1.2,6.2,1.3,101,1.137
"064303","葡萄柚[西柚]",33,0.7,7.8,,,21,7
"064304","葡萄柚[西柚]",40,0.7,0.11,,0,,10
"063101x","葡萄（代表值）",45,0.4,0.3,10.3,1,9,1.9
"063102","红玫瑰葡萄",42,0.4,0.2,10.7,2.2,17,8
"063103","葡萄 (巨峰）",51,0.4,0.2,12,0.4,7,2
"063104","葡萄(马奶子)",41,0.5,0.4,9.1,0.4,,
"063105","葡萄 (玫瑰香)",52,0.4,0.4,12.1,1,8,2.4
"063106","紫葡萄",45,0.7,0.3,10.3,1,10,1.89
"063107","葡萄干",344,2.5,0.4,83.4,1.6,52,45
"063911","红提子葡萄",54,0.4,0.2,13.1,,2,4.45
"063201x","石榴（代表值）",72,1.3,0.2,18.5,4.9,6,0.716
"063202","石榴 (红粉皮)",74,1.3,0.1,19.4,4.9,16,0.816
"063203","石榴（玛瑙）",72,1.6,0.2,18.4,4.7,6,0.717
"063204","石榴 (青皮)",71,1.2,0.2,18.5,4.9,6,1.315
"063301","柿",74,0.4,0.1,18.5,1.4,9,0.819
"063302","荷柿",65,0.6,0.2,17.1,3.8,9,1.18
"063303","磨盘柿",79,0.7,0.1,19.6,1.5,5,4.73
"063304","柿饼",255,1.8,0.2,62.8,2.6,54,21
"063901x","桑葚（代表值）",57,1.7,0.4,13.8,4.1,37,
"063902","桑葚（白）",60,1.8,0.3,14.9,4.9,43,2
"063903","桑葚(红)",55,1.6,0.412,,3.3,30,1.9
"063904","桑葚（干）",298,21.1,6.1,54.2,29.3,622,28.1
"063905","醋栗[灯笼果］",46,0.9,0.6,10.2,1.9,25,
"063906","黑醋栗[黑加仑］",66,1.4,0.4,15.4,2.4,55,2
"063907","沙棘",120,0.9,1.8,25.5,0.8,104,28
"063908","无花果",65,1.5,0.1,16,3,67,5.5
"063909","中华猕猴桃[毛叶猕猴桃]",61,0.8,0.6,14.5,2.6,27,10
"063910","草莓[洋莓，凤阳草莓]",32,1,0.2,7.1,1.1,18,4.2
"063912","无花果 (干)",361,3.6,4.3,77.8,,363,10
"062101x","桃（代表值）",42,0.6,0.1,10.1,1,6,1.7
"062102","白粉桃",26,1.3,0.1,5.5,0.9,7,
"062103","高山白桃",42,0.7,0.2,10.1,1.3,7,0.7
"062104","旱久保桃",48,0.9,0.1,11.3,0.8,12,1.8
"062105","桃（黄桃）",56,0.5,0.1,14,1.2,,
"062106","金红桃",28,0.7,0.1,6.6,1,,
"062107","桃（久保桃）",42,0.6,0.1,10,0.6,10,2
"062115","蜜桃",46,0.6,0.1,11,0.6,4,1.7
"062109","蒲桃",39,0.5,0.2,10.2,2.8,4,1
"062110","庆丰桃",42,0.6,0.1,10.1,0.9,,2.1
"062111","晚桃 (黄)",41,0.7,9.6,,1,6,0.5
"062112","五月鲜桃",41,0.4,10,0.9,0,7,10
"062113","早桃 (黄)",41,0.4,10.1,1.1,0,4,1.3
"062116","桃(糖水罐头)",60,0.3,14.5,,0,3,2.7
"062201","李子",38,0.7,8.7,0.9,0,8,3.81
"062202","李子杏",37,1,8.6,1.1,0,3,1.5
"062203","梅[青梅]",34,0.9,6.2,1,0,11,
"062204","杏",38,0.9,9.1,1.3,0,14,2.311
"062205","杏 (罐头)",40,0.6,9.7,1.4,0,6,22.3
"062206","杏干",338,2.7,83.2,4.4,0,147,40.455
"062207","布朗",44,0.6,10.7,,0,5,2.2
"062208","西梅",42,0.7,10.3,0.7,0,11,3.21
"062301","枣(鲜)",125,1.1,30.5,1.9,0,22,1.225
"062302","枣(干)",276,3.2,67.8,6.2,0,64,6.236
"062303","枣(干，大)",317,2.1,0.481,9.5,0,54,8.339
"062304","枣（金丝小枣）",308,1.21,76.7,7,0,23,7.424
"062305","乐陵枣",233,3.3,0.657,8.8,0,34,41
"062306","密云小枣",229,3.9,0.855,7.3,0,80,9.341
"062307","黑枣（无核）[乌枣]",234,1.7,0.357,2.6,0,108,6.332
"062308","黑枣 (有核)",246,3.7,61.4,9.2,0,42,1.246
"062309","酒枣",148,1.6,0.235,1.4,0,75,0.82
"062310","蜜枣[椰枣]",333,1.3,84.4,5.8,0,59,19
"062312","冬枣",113,1.8,0.227,2.2,0,16,17
"062313","小枣 (干)",275,2.7,0.7,66.8,,62,12.2
"062901","酸枣",300,3.5,1.5,73.3,10.6,435,3.8
"062902","樱桃",46,1.1,0.2,10.2,0.3,11,8
"062903","樱桃 (野，白刺)",304,11.4,3.9,59.8,7.9,59,98.5
"065001","芭蕉［甘蕉，板蕉，牙蕉］",115,1.2,0.1,28.9,3.1,6,1.3
"065002","菠萝[凤梨，地菠萝］",44,0.5,0.1,10.8,1.3,12,0.88
"065003","菠萝蜜[木菠萝]",105,0.2,0.3,25.7,0.8,9,11.4
"065004","刺梨[茨梨，木梨子]",63,0.7,0.1,16.9,4.1,68,
"065005","番石榴[鸡矢果，番桃］",53,1.1,0.4,14.2,5.9,13,3.3
"065006","桂圆",71,1.2,0.1,16.6,0.4,6,3.91
"065007","桂圆（干）",277,5,0.2,64.8,2,38,3.381
"065008","桂圆肉",317,4.6,1,73.5,2,39120,7.355
"065009","黄皮果",39,1.6,0.2,9.9,4.3,,6.516
"065010","荔枝",71,0.9,0.2,16.6,0.5,2,1.712
"065011","芒果[抹猛果，望果]",35,0.6,0.2,8.3,1.3,,2.814
"065012","木瓜[番木瓜]",29,0.4,0.1,7,0.8,17,28
"065013","人参果",86,0.6,0.7,21.2,3.5,13,7.111
"065015","杨梅[树梅，山杨梅]",30,0.8,0.2,6.7,1,14,0.71
"065016","杨桃",31,0.6,0.2,7.4,1.2,4,1.41
"065017","椰子",241,4,12.1,31.3,4.7,2,55.665
"065018","枇杷",41,0.8,0.2,9.3,0.8,17,4.01
"065019","橄榄（白榄）",57,0.8,0.2,15.1,4,49,10
"065020","余柑子[油柑子]",45,0.3,0.1,12.4,3.4,6,8
"065021","桂圆 (干)",319,5.6,0.2,76.2,,8,3.239
"065022","红毛丹",82,1,1.217,,0.5,11,2.3
"065023","火龙果[仙蜜果、红龙果］",55,1.1,0.2,13.3,1.6,7,2.73
"065024","荔枝 (干)",328,4.5,1.2,77.4,,12,
"065025","榴莲",150,2.6,3.3,28.3,1.7,4,2.927
"065026","芒果 (大头)",52,0.5,0.1,12.9,1.1,7,3.61
"065027","木瓜[番木瓜］",30,0.6,,7.2,0.5,22,10.417
"065028","酸木瓜",41,0.3,0.2,11.1,3,20,1.911
"065029","蒲桃[香果、水石榴】",41,0.6,,10.1,1.1,121,24
"065030","山竹",72,0.4,0.2,18,0.4,11,3.819
"065031","香蕉(红皮）",86,1.1,0.2,20.8,,9,3.233
"065032","香蕉 (红皮)",81,1.1,0.2,19.7,,9,34
"065033","香蕉[甘蕉]",93,1.4,0.2,22,1.2,7,0.843
"066101","白金瓜",25,0.4,,6.2,0.5,12,1.6
"066102","白兰瓜",23,0.6,0.1,5.3,0.8,24,
"066103","哈密瓜",34,0.5,0.1,7.9,0.2,4,26.7
"066104","黄河蜜瓜",11,0.4,,4,3.2,,
"066105","金塔寺瓜",10,0.6,0.1,2,0.7,,
"066106","灵蜜瓜",4,0.5,0.1,0.4,0.4,12,5.2
"066107","麻醉瓜",17,0.7,0.1,3.6,0.4,,
"066108","甜瓜[香瓜]",26,0.4,0.1,6.2,0.4,14,8.8
"066201x","西瓜（代表值）",31,0.5,0.3,6.8,0.2,7,3.3
"066202","西瓜 （京欣一号）",34,0.5,,8.1,0.2,10,4.2
"066203","西瓜 (郑州三号）",26,0.6,0.1,5.7,0.2,4,10
"066204","西瓜（忠于6号，黑皮）",32,0.5,0.5,6.5,0.1,,22
"066205","子瓜",5,0.2,0.3,0.6,0.5,,
"066206","小西瓜[地雷瓜]",30,0.8,0.1,6.7,,69,9
"089001","狗肉",116,16.8,4.61,,0,52,47.4
"089002","骆驼蹄",116,25.6,1.4,0.2,0,36,210.3
"089003","骆驼掌",310,72.8,2,0.3,0,152,170.6
"089004","兔肉",102,19.7,2.2,0.9,0,12,45.1
"089005","兔肉 (野)",84,16.6,2,0,0,23,88.3
"089006","鹿肉 (养殖梅花鹿)",92,19.7,1.3,0.3,0,4,32.7
"082101x","牛肉（代表值，fat9g)",160,20.08,0.5,,0,5,64.1
"082102","牛肉 (肋条)",123,18.6,5.4,0,0,19,66.6
"082103","牛肉（后腿)",106,20.9,2,1.1,0,5,45.4
"082104","牛肉 (后腱)",98,20.1,1,2.2,0,5,85.3
"082105","牛肉（里脊肉）【牛柳］",107,22.2,0.9,2.4,0,3,75.1
"082106","牛肉 (前腿)",105,19.2,1.8,2.9,0,5,69.9
"082107","牛肉 (前腱)",113,20.3,1.3,5.1,0,5,83.1
"082108x","牛肉（代表值，瘦，fat3g）",113,21.3,2.5,1.3,0,5,64.1
"082109","牛蹄筋（生）",151,34.1,0.5,2.6,0,5,153.6
"082110","牛蹄筋 (泡发)",25,6,,0.2,0,6,81
"082111","牛肉",193,17.4,12.4,3,0,,
"082112","牛肉（里脊肉）[牛柳]",134,22.3,5,0,0,3,75.1
"082113","牛肉（臀部肉）[紫盖、白板］",117,22.6,2.6,0.9,0,2,40.2
"082114","牛肉（肩部肉）[肩肉］",342,14.1,31.7,0,0,,
"082115","牛肉（胸部肉）[牛胸］",326,16.6,28.8,0,0,,
"082116","牛肉（腹部肉）[牛腩］",332,17.1,29.3,0,0,,
"082117","牛肉（膝圆肉）［和尚头］",106,22.4,1.8,0.1,0,1,43.5
"082118","牛肉(股内肉)「针扒、米龙、 黄瓜条］",119,22.8,2.9,0.4,0,2,37.8
"082119","牛肉(小腿肉)[牛展、牛腱子］",122,23,3.3,0,0,5,83.1
"082120","特牛肉",119,23.1,1.4,3.4,0,28,25.8
"082121","耗牛牛腱肉 (冻，鲜)",100,21.2,0.8,2,0,9,39.1
"082122","耗牛牛霖肉 (冻，鲜)",110,22.5,1,2.7,0,8,30.3
"082201","牛鞭 (泡发)",117,27.2,0.9,0,0,10,32
"082202","牛大肠",66,11,2.3,0.4,0,12,28
"082203","牛肚",72,14.5,1.6,0,0,40,60.6
"082204","牛肺",95,16.5,2.5,1.5,0,8,154.8
"082205","牛肝",139,19.8,3.9,6.2,0,4,45
"082206","牛脑",149,12.5,11,0.1,0,6,185.6
"082207","牛舌",196,17,13.3,2,0,6,58.4
"082208","牛肾",94,15.6,2.4,2.6,0,8,180.8
"082209","牛心",106,15.4,3.5,3.1,0,4,47.9
"082210","牛百叶 (黑)",70,13.2,1.9,0,0,40,60.6
"082301","酱牛肉",246,31.4,11.9,3.2,0,20,869.2
"082302","煨牛肉 (罐头)",166,16.7,11,0.1,0,66,609.4
"082303","牛肉干",550,45.6,40,1.9,0,43,412.4
"082304","咖哩牛肉干",326,45.9,2.7,29.5,0,65,2075
"082305","牛肉松",445,8.2,15.7,67.7,0,76,1945.7
"082306","牛蹄筋 (熟)",147,35.2,0.6,0.1,0,13,99.3
"082307","牛肉 (酱，五香)",229,33.2,10.7,0,0,11,926
"082308","牛肉 (清香)",200,25.8,10.7,0,0,5,935
"082309","牛腱子 (香叶)",205,35.6,5.5,3.2,0,9,880.4
"082310","牛肉干 (长富牌)",342,41.8,5.1,32.2,0,34,1529
"082311","牛肉干 (沙参牌)",327,40.1,3.6,33.6,0,29,1402.5
"081101x","猪肉（代表值，fat30g)",331,15.1,30.1,0,0,6,56.8
"081102","猪肥肉（肥，fat 89g)",807,2.4,88.6,0,0,3,19.5
"081103","猪肉 (后臀尖)",336,14.6,30.8,0,0,5,57.5
"081104","猪肉 (后肘)",320,17,28,0,0,6,76.8
"081105","猪肉 (肋条肉)",568,9.3,59,0,0,6,80
"081107","猪肉(奶脯)软五花、猪夹心]",349,7.7,35.3,0,0,5,36.7
"081108","猪肉（奶面）[硬五花］",339,13.6,30.6,2.2,0,6,52
"081109","猪肉 (前肘)",287,17.3,22.9,2.9,0,5,122.3
"081110x","猪肉(瘦，fat g)",153,20.7,7.8,0,0,2,54
"081110","猪肉 (瘦)",143,20.3,6.2,1.5,0,6,57.5
"081111x","猪肉（fat 12g)",181,19,11.7,0.2,0,4,55.5
"081111","猪肉(腿）",190,17.9,12.8,0.8,0,6,63
"081112","猪肉 (猪脖)",577,8,60.5,0,0,4,54
"081113","猪大肠",196,6.9,18.7,0,0,10,116.3
"081114","猪大排",264,18.3,20.4,1.7,0,8,44.5
"081115","猪耳",176,19.1,11.1,0,0,6,68.2
"081116","猪蹄",260,22.6,18.8,0,0,33,101
"081117","猪蹄筋",156,35.3,1.4,0.5,0,15,178
"081118","猪头皮",499,11.8,44.6,12.7,0,13,72.4
"081120","猪肘棒",248,16.5,16,9.4,0,19,80
"081121","猪肉（前臀尖，杜长大猪）",289,15.3,25.3,0,0,1,54
"081122","猪肉 (前臀尖，良杂猪)",334,14.2,30.4,0.9,0,1,53.9
"081123","猪肉(后臀尖，杜长大猪)",165,20.8,9.1,0,0,2,17
"081124","猪肉 (后臀尖，良杂猪)",175,20,10.5,0,0,1,21
"081125","猪肉 (硬肋，杜长大猪)",557,10.8,57.1,0,0,3,17
"081126","猪肉 (硬肋，良杂猪)",536,11.6,54.4,0,0,1,17
"081127","猪肉 (通脊，杜长大猪)",159,22.3,7.8,0,0,2,17
"081128","猪肉 (通脊，良杂猪)",140,20.7,6.4,0,0,2,23
"081129","猪肉 (里脊)",150,19.6,7.9,0,0,6,28
"081130","猪皮",363,27.4,28.1,0,0,13,56
"081131","猪小排 (杜长大猪)",295,16.8,25.3,0,0,14,17
"081132","猪小排 (良杂猪)",351,14.1,32.7,0,0,36,14
"081133","猪腿肉 (藏香猪)",268,17.5,19.2,6.3,0,15,45.821
"081202","猪肚",110,15.2,5.1,0.7,0,11,75.112
"081203","猪肺",84,12.2,3.9,0.1,0,6,81.41
"081205","猪脑",131,10.8,9.8,0,0,30,10
"081206","猪脾",94,13.2,3.2,3.1,0,1,14
"081209","猪肾（fat 8g）［猪腰子]",137,16,8.1,0,0,2,16
"081210","猪小肠",65,10,2,1.7,0,7,16
"081211","猪心",119,16.6,5.3,1.1,0,12,17
"081212","猪血",55,12.2,0.3,0.9,0,4,5
"081213","猪肚",97,14.1,3.5,2.2,0,11,12
"081214","猪肝",126,19.2,4.7,1.8,0,6,24
"081215","猪舌[口条]",184,18.1,12.4,0,0,13,14
"081216","猪肾（fat2g）【猪腰子]",82,15.8,1.8,0.6,0,12,22
"081302","宫爆肉丁 (罐头)",353,17.7,27.6,8.4,0,47,471.9
"081303","酱汁肉",549,15.5,50.4,8.4,0,9,257.4
"081304","腊肉 (培根)",181,22.3,9,2.6,0,2,51.2
"081305","腊肉(生，fat49g)",498,11.8,48.8,2.9,0,22,763.9
"081306","卤猪杂",186,24.6,4.8,11,0,14,881.4
"081307","午餐肉 (北京)",229,9.4,15.9,12,0,57,981.9
"081308","咸肉",390,16.5,36,0,0,10,195.6
"081309","猪肉罐头(珍珠里脊丝,罐头)",225,6.7,17.3,10.5,0,34,572.3
"081310","猪肝 （卤煮)",203,26.4,8.3,5.6,0,68,674.7
"081311","猪肉 (清蒸)",198,18.4,13.8,0,0,4,210.6
"081312","猪蹄 (熟)",260,23.6,17,3.2,0,32,363.2
"081313","猪肘棒 (熟)",314,21.3,24.5,2.1,0,55,753.9
"081315","福建式肉松",493,25.1,26,39.7,0,3,1419.9
"081316","老年保健肉松",458,35.8,20.5,32.5,0,33,2301.7
"081317","太仓肉松",316,38.6,8.3,21.6,0,53,1880
"081318","火腿心全精肉 (雪舫蒋牌)",322,37,19.3,0,0,22,8612
"081319","火腿心肉 (生，金云牌)",528,22.2,48.8,0,0,15,2268.2
"081320","腊肉（生，fat68g)",692,18.2,68,1.8,0,293,763.9
"081321","叉烧肉",196,20.9,9.8,6,0,5,726.4
"081322","酱排骨",366,21.7,26.7,9.6,0,10,825.5
"081323","猪肉罐头 (香糟块肉)",542,15.5,53.3,0,0,30,747.8
"081324","猪里脊 (熏烤小里脊)",153,17.7,3.9,11.8,0,6,814.2
"081325","猪肉脯",378,28,8.8,46.6,0,17,1638.2
"081326","肉酥",509,30.7,27.1,35.5,0,11,1540.7
"081328","扒猪脸",347,18.8,29.6,1.4,0,15,392.7
"081329","酱肘子",202,29.6,8.5,1.8,0,15,197
"081330","火腿肉（藏香猪）",503,29.1,40.7,5,0,236,298
"081331","风干肉 (藏香猪)",598,27.1,53.6,1.7,0,207,921
"081401","茶肠",329,9,29.6,6.7,0,2,723.2
"081402","大腊肠",267,12.9,20.1,8.6,0,24,1099.1
"081403","大肉肠",273,12,22.9,4.6,0,67,1370.4
"081404","蛋清肠",278,12.5,22.8,5.8,0,26,1143.2
"081405","儿童肠",290,13.1,19.6,15.3,0,12,998.2
"081406","风干肠",283,12.4,23.3,5.9,0,18,618
"081407","广东香肠",433,18,37.3,6.4,0,5,1477.9
"081408","红果肠",260,10.2,15.3,20.3,0,22,781.3
"081409","火腿肠",212,14,10.4,15.6,0,9,771.2
"081410","腊肠",584,22,48.3,15.3,0,24,1420
"081411","松江肠",402,12.3,26.5,28.5,0,5,759
"081412","蒜肠",309,7.5,25.4,12.7,0,13,561.5
"081413","香肠",508,24.1,40.7,11.2,0,14,2309.2
"081414","香肠 (罐头)",290,7.9,28.1,1.3,0,6,874.3
"081415","火腿肠（小红肠）",280,11.8,23.2,6,0,10,682.2
"081416","火腿肠 (小泥肠)",295,11.3,26.3,3.2,0,20,648.2
"081417","午餐肠",261,2.9,16.6,24.9,0,2,552.8
"081418","午餐肚",181,9.3,0.5,34.7,0,36,294.4
"081419","方腿",117,16.2,5,1.9,0,1,424.5
"081420","火腿（fat27g）",330,16,27.4,4.9,0,3,1086.7
"081421","金华火腿",318,16.4,28,0.1,0,9,233.4
"081422","火腿肠 (圆腿)",139,18.4,6.5,1.6,0,3,373.4
"081423","脆皮肠",302,16.6,24,4.8,0,13,992.7
"081424","热狗肠",307,13.2,25.2,6.9,0,10,861.9
"081425","火腿肠 (双汇牌)",215,12.1,14.6,8.8,0,19,1119.5
"081426","火腿(fat3g)",99,15.5,3.4,1.7,0,6,1471.3
"081427","火腿 (宣威牌)",565,11.4,56.1,3.7,0,171,5557.5
"081428","三明治火腿",115,12.5,4.5,6.1,0,11,898.6
"081429","午餐肉 （上海梅林牌）",320,9,30.1,3.3,0,6,528.7
"083101x","羊肉（代表值，fat7g)",139,18.5,6.5,1.6,0,16,89.9
"083102","羊肉 (冻)",285,12.6,24.4,3.8,0,17,122.2
"083103","羊肉（后腿，带骨)",110,19.5,3.4,0.3,0,6,60
"083104","羊肉 (颈)",135,21.3,4.6,2.2,0,8,75.2
"083105","羊肉 (里脊)",103,20.5,1.6,1.6,0,8,74.4
"083106","羊肉(前腿，fat3g)",110,18.6,3.2,1.6,0,7,74.4
"083107","羊肉 (青羊)",99,21.3,1.1,1,0,9,41.7
"083108","羊肉(fat4g)",118,20.5,3.9,0.2,0,9,69.4
"083109","羊肉（胸脯）",133,19.4,6.2,0,0,7,86.6
"083110","山羊肉 (生)",293,8.7,24.5,9.4,0,135,160.6
"083111","羊蹄筋 (生)",159,34.3,2.4,0,0,16,149.7
"083112","羊蹄筋 (泡发)",41,8.4,,1.9,0,14,48.8
"083113","羊肉（上脑）",94,19,2,0,0,3,106.6
"083114","羊肉 (腰窝)",135,18.9,6.6,0,0,3,109.2
"083115","羊肉（前腿)",97,19.8,2,0,0,3,92.8
"083116","羊肉 (后腿)",111,20.6,3.2,0,0,3,93.8
"083117","羊肉片",118,18,4,2.4,0,12,92
"083201","羊大肠",75,13.4,2.4,0,0,25,79
"083202","羊肚",87,12.2,3.4,1.8,0,38,66
"083203","羊肺",96,16.2,2.4,2.5,0,12,146.2
"083204","羊肝",134,17.9,3.6,7.4,0,8,123
"083205","羊脑",142,11.3,10.7,0.1,0,61,151.8
"083206","羊舌",225,19.4,14.2,4.8,0,,
"083207","羊肾",96,16.6,2.8,1,0,8,193.3
"083208","羊心",113,13.8,5.5,2,0,10,100.8
"083209","羊血",57,6.8,0.2,6.9,0,22,443.4
"083301","腊羊肉",246,26.1,10.6,11.5,0,14,8991.6
"083302","羊肉 (熟)",217,23.2,13.8,0,0,13,408
"083303","羊肉串 (电烤)",234,26.4,11.6,6,0,52,796.3
"083304","羊肉串 (烤)",206,26,10.3,2.4,0,4,484.8
"083305","羊肉串 (炸)",217,18.3,11.5,10,0,38,580.8
"083306","羊肉干",588,28.2,46.7,13.7,0,77,184
"083307","羊肉（羊肉手抓）",188,27.3,8.8,0,0,3,226.2
"083308","山羊肉 (酱)",272,25.4,13.7,11.8,0,43,937.8
"083309","烧羊肉 (五香)",183,33.6,5.4,0,0,11,759.1
"083310","羊肉串 (生)",118,13,4.8,5.6,0,17,616.2
"085101","马肉",122,20.1,4.6,0.1,0,367,5.1
"085201","马心",104,18.9,2.7,1,0,240,27
"085301","马肉 （卤）",170,30.5,4.8,1.2,0,193,22
"084101","驴肉 (瘦)",116491,21.5,3.2,,0,2,46.9
"084201","驴鞭",143,29.7,0.8,4.3,0,51,698.1
"084301","驴肉 (酱)",160,33.7,2.8,0,0,8,228.6
"084302","驴肉 (卤)",149,27.2,1.9,5.8,0,6,307
"084303","驴肉 (煮)",230,27,13.5,0,0,13,207.4
"084304","驴肉 （五香）",167,28.2,6,0,0,5,877.2
"099001","鸽",201,16.5,14.2,1.7,0,30,63.6
"099002","鹤鹑",110,20.2,3.1,0.2,0,48,48.4
"099003","乳鸽",352,11.3,34.1,0,0,866,653.8
"099004","乳鸽 (红烧)",255,16.9,20.8,0,0,1614,1809.8
"094101 火鸡腿肉","",91,20,1.2,0,0,12,168.4
"094102","火鸡胸脯肉",103,22.4,0.2,2.8,0,39,93.7
"094201","火鸡肝",143,20,5.6,3.1,0,225,18
"094202","火鸡盹",91,18.9,0.3,3.2,0,108,24
"094301","火鸡腿 (熟)",100,16.7,0.7,6.6,0,161,16
"091101x","鸡 (代表值)",145,20.3,6.7,0.9,0,13,62.8
"091102","鸡(土鸡，家养)",124,20.8,4.5,0,0,9,74.1
"091103","母鸡 (一年内)",256,20.3,16.8,5.8,0,2,62.2
"091104","肉鸡 (肥)",389,16.7,35.4,0.9,0,37,47.8
"091105","华青鸡",158,19.6,8.8,0,0,1,62.8
"091106","沙鸡",147,20,6.7,1.6,0,,81.9
"091107","鸡 (乌骨鸡)",111,22.3,2.3,0.3,0,17,64
"091111","鸡爪",254,23.9,16.4,2.7,0,36,169
"091112","鸡胸脯肉",118,24.6,1.9,0.6,0,1,44.8
"091113","鸡腿",146,20.2,7.2,0,0,0,73.6
"091114","鸡翅",202,19,11.5,5.5,0,8,50.8
"091115","鸡块 (带浆粉)",206,12.2,9.1,18.8,0,6,329.8
"091116","野山鸡",126,20.4,2,6.6,0,92,37.8
"091201","鸡肝",121,16.6,4.8,2.8,0,7,92
"091202","鸡肝（肉鸡）",121,16.7,4.5,3.5,0,4,98.2
"091203","鸡心",172,15.9,11.8,0.6,0,54,108.4
"091204","鸡血",49,7.8,0.2,4.1,0,10,208
"091205","鸡盹［鸡胗］",118,19.2,2.8,4,0,7,74.8
"091301","扒鸡",217,29.6,11,0,0,31,1000.7
"091303","炸鸡块[肯德基]",279,20.3,17.3,10.5,0,109,755
"091304","卤煮鸡",212,29.4,7.9,5.8,0,71,221.7
"091305","瓦罐鸡汤 (肉)",190,20.9,9.5,5.2,0,16,201.2
"091306","瓦罐鸡汤 (汤)",27,1.3,2.4,,0,20,5
"091307","鸡肉松",440,7.2,16.465,,0,83,29
"091308","扒鸡 (五香脱骨)",206,23.4,10.83,,0,307,13
"091309","烤鸡",265,28.1,16.9,,0,135,11
"091310","童子鸡 (熟)",226,15.8,18.1,0,0,221,7
"092101x","鸭（代表值）",240,15.5,19.7,0.2,0,6,69
"092102","公麻鸭",360,14.3,30.9,6.1,0,4,61.6
"092103","母麻鸭",461,13,44.8,1.4,0,9,48.8
"092104","鸭胸脯肉",90,15,1.5,4,0,6,60.2
"092105","鸭皮",538,6.5,50.2,15.1,0,6,26.2
"092106","鸭翅",146,16.5,6.1,6.3,0,20,53.6
"092107","鸭掌",150,26.9,1.9,6.2,0,24,61.1
"092201","鸭肠",129,14.2,7.8,0.4,0,31,32
"092202","鸭肝",128,14.5,7.5,0.5,0,18,87.2
